Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount
statechange,User_1,A_Concept,Application,ApplState_1041069551,complete,2016-01-01 16:59:29.704000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,A_Accepted,Application,ApplState_925748979,complete,2016-01-02 15:25:13.203000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
Created,User_3,O_Create Offer,Offer,Offer_685676472,complete,2016-01-02 15:33:53.848000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,O_Created,Offer,OfferState_1896793294,complete,2016-01-02 15:33:55.123000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
Created,User_3,O_Create Offer,Offer,Offer_933028395,complete,2016-01-02 15:34:17.443000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,O_Created,Offer,OfferState_1696821828,complete,2016-01-02 15:34:18.823000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,O_Sent (mail and online),Offer,OfferState_234595622,complete,2016-01-02 15:34:32.544000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,O_Sent (mail and online),Offer,OfferState_81290527,complete,2016-01-02 15:34:32.546000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
Deleted,User_3,W_Complete application,Workflow,Workitem_1027188854,complete,2016-01-02 15:34:32.562000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_3,A_Complete,Application,ApplState_1260932164,complete,2016-01-02 15:34:32.579000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
Created,User_8,O_Create Offer,Offer,Offer_1372889733,complete,2016-01-29 09:37:02.296000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_8,O_Created,Offer,OfferState_1806477852,complete,2016-01-29 09:37:03.812000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1573800879,complete,2016-01-29 09:37:20.987000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_1,A_Cancelled,Application,ApplState_1821025141,complete,2016-02-29 07:01:02.376000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_1,O_Cancelled,Offer,OfferState_1903514454,complete,2016-02-29 07:01:02.416000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_1,O_Cancelled,Offer,OfferState_1083994202,complete,2016-02-29 07:01:02.425000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
statechange,User_1,O_Cancelled,Offer,OfferState_243842611,complete,2016-02-29 07:01:02.434000+00:00,,Existing loan takeover,New credit,Application_42838382,29500
Created,User_1,A_Create Application,Application,Application_180547487,complete,2016-01-01 17:04:16.739000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_1,A_Submitted,Application,ApplState_649214987,complete,2016-01-01 17:04:16.773000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_1,A_Concept,Application,ApplState_460002192,complete,2016-01-01 17:05:29.642000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_19,A_Accepted,Application,ApplState_1225550919,complete,2016-01-02 15:29:33.297000+00:00,,Home improvement,New credit,Application_180547487,6000
Created,User_19,O_Create Offer,Offer,Offer_833160233,complete,2016-01-02 15:31:45.711000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_19,O_Created,Offer,OfferState_1317572842,complete,2016-01-02 15:31:47.001000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_19,O_Sent (mail and online),Offer,OfferState_612129037,complete,2016-01-02 15:34:40.607000+00:00,,Home improvement,New credit,Application_180547487,6000
Deleted,User_19,W_Complete application,Workflow,Workitem_801697326,complete,2016-01-02 15:34:40.622000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_19,A_Complete,Application,ApplState_31775180,complete,2016-01-02 15:34:40.633000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_117,A_Validating,Application,ApplState_1353514089,complete,2016-01-11 11:00:37.739000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_117,O_Returned,Offer,OfferState_430926354,complete,2016-01-11 11:00:55.951000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_100,A_Incomplete,Application,ApplState_1904732513,complete,2016-01-11 12:57:26.228000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_119,A_Validating,Application,ApplState_1209034296,complete,2016-01-11 15:20:27.352000+00:00,,Home improvement,New credit,Application_180547487,6000
Deleted,User_87,W_Validate application,Workflow,Workitem_1966653243,complete,2016-01-12 08:31:24.097000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_87,A_Incomplete,Application,ApplState_1476204767,complete,2016-01-12 08:31:24.108000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_116,A_Validating,Application,ApplState_1253985913,complete,2016-01-12 10:58:18.829000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_87,O_Accepted,Offer,OfferState_1751523702,complete,2016-01-12 12:56:49.596000+00:00,,Home improvement,New credit,Application_180547487,6000
statechange,User_87,A_Pending,Application,ApplState_1589546910,complete,2016-01-12 12:56:49.666000+00:00,,Home improvement,New credit,Application_180547487,6000
Deleted,User_87,W_Validate application,Workflow,Workitem_2144814227,complete,2016-01-12 12:56:49.677000+00:00,,Home improvement,New credit,Application_180547487,6000
Created,User_1,A_Create Application,Application,Application_1966208034,complete,2016-01-01 17:06:50.703000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_1,A_Submitted,Application,ApplState_1855507567,complete,2016-01-01 17:06:50.748000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_1,A_Concept,Application,ApplState_594539727,complete,2016-01-01 17:08:20.419000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_19,A_Accepted,Application,ApplState_532616550,complete,2016-01-02 15:47:16.786000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
Created,User_19,O_Create Offer,Offer,Offer_1967986467,complete,2016-01-02 15:52:19.034000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_19,O_Created,Offer,OfferState_1205213001,complete,2016-01-02 15:52:20.203000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_19,O_Sent (mail and online),Offer,OfferState_684087014,complete,2016-01-02 15:59:33.633000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
Deleted,User_19,W_Complete application,Workflow,Workitem_486705867,complete,2016-01-02 15:59:33.658000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_19,A_Complete,Application,ApplState_899826364,complete,2016-01-02 15:59:33.671000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_1,A_Cancelled,Application,ApplState_921991742,complete,2016-02-02 07:00:21.918000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
statechange,User_1,O_Cancelled,Offer,OfferState_2048366699,complete,2016-02-02 07:00:21.963000+00:00,,Remaining debt home,New credit,Application_1966208034,40000
Created,User_1,A_Create Application,Application,Application_1806387393,complete,2016-01-01 17:58:26.178000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_1,A_Submitted,Application,ApplState_219633904,complete,2016-01-01 17:58:26.216000+00:00,,Car,New credit,Application_1806387393,5000
Deleted,User_17,W_Handle leads,Workflow,Workitem_2140174115,complete,2016-01-02 09:39:26.329000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_17,A_Concept,Application,ApplState_125606026,complete,2016-01-02 09:39:26.342000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_38,A_Accepted,Application,ApplState_1485363670,complete,2016-01-04 08:30:58.083000+00:00,,Car,New credit,Application_1806387393,5000
Created,User_38,O_Create Offer,Offer,Offer_1690361215,complete,2016-01-04 08:34:17.654000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_38,O_Created,Offer,OfferState_1248125696,complete,2016-01-04 08:34:19+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_38,O_Sent (mail and online),Offer,OfferState_677433034,complete,2016-01-04 08:34:37.514000+00:00,,Car,New credit,Application_1806387393,5000
Deleted,User_38,W_Complete application,Workflow,Workitem_1540790634,complete,2016-01-04 08:34:37.532000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_38,A_Complete,Application,ApplState_2066106360,complete,2016-01-04 08:34:37.548000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_117,A_Validating,Application,ApplState_290794836,complete,2016-01-08 09:59:14.792000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_117,O_Returned,Offer,OfferState_111717450,complete,2016-01-08 09:59:28.754000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_95,A_Denied,Application,ApplState_1903278816,complete,2016-01-11 13:19:39.053000+00:00,,Car,New credit,Application_1806387393,5000
statechange,User_95,O_Refused,Offer,OfferState_130777715,complete,2016-01-11 13:19:39.082000+00:00,,Car,New credit,Application_1806387393,5000
Deleted,User_95,W_Validate application,Workflow,Workitem_144780266,complete,2016-01-11 13:19:39.094000+00:00,,Car,New credit,Application_1806387393,5000
Created,User_1,A_Create Application,Application,Application_1111870538,complete,2016-01-01 19:13:17.386000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_1,A_Submitted,Application,ApplState_1224473693,complete,2016-01-01 19:13:17.442000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_1,A_Concept,Application,ApplState_1667592697,complete,2016-01-01 19:13:53.224000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_43,A_Accepted,Application,ApplState_280035605,complete,2016-01-04 08:13:22.352000+00:00,,Not speficied,New credit,Application_1111870538,5000
Created,User_43,O_Create Offer,Offer,Offer_792838244,complete,2016-01-04 08:17:42.243000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_43,O_Created,Offer,OfferState_1318868553,complete,2016-01-04 08:17:43.758000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_43,O_Sent (mail and online),Offer,OfferState_316612785,complete,2016-01-04 08:29:34.770000+00:00,,Not speficied,New credit,Application_1111870538,5000
Deleted,User_43,W_Complete application,Workflow,Workitem_390568380,complete,2016-01-04 08:29:34.794000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_43,A_Complete,Application,ApplState_991588716,complete,2016-01-04 08:29:34.814000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_8,A_Cancelled,Application,ApplState_37910263,complete,2016-01-08 09:59:40.690000+00:00,,Not speficied,New credit,Application_1111870538,5000
statechange,User_8,O_Cancelled,Offer,OfferState_1815367261,complete,2016-01-08 09:59:40.730000+00:00,,Not speficied,New credit,Application_1111870538,5000
Created,User_1,A_Create Application,Application,Application_1017492916,complete,2016-01-01 19:18:43.997000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_1,A_Submitted,Application,ApplState_1185546975,complete,2016-01-01 19:18:44.039000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_1,A_Concept,Application,ApplState_1430393616,complete,2016-01-01 19:19:56.905000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_38,A_Accepted,Application,ApplState_613600839,complete,2016-01-02 15:34:21.444000+00:00,,Car,New credit,Application_1017492916,15000
Created,User_38,O_Create Offer,Offer,Offer_608733999,complete,2016-01-02 15:40:18.270000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_38,O_Created,Offer,OfferState_296598996,complete,2016-01-02 15:40:19.582000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_38,O_Sent (mail and online),Offer,OfferState_1567336603,complete,2016-01-02 15:40:31.055000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_38,A_Complete,Application,ApplState_1556415343,complete,2016-01-02 15:40:31.084000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_1,A_Cancelled,Application,ApplState_57183016,complete,2016-02-02 07:00:27.763000+00:00,,Car,New credit,Application_1017492916,15000
statechange,User_1,O_Cancelled,Offer,OfferState_1107102410,complete,2016-02-02 07:00:27.791000+00:00,,Car,New credit,Application_1017492916,15000
Created,User_1,A_Create Application,Application,Application_2082119944,complete,2016-01-01 21:14:25.752000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
statechange,User_1,A_Submitted,Application,ApplState_1866103021,complete,2016-01-01 21:14:25.796000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
statechange,User_1,A_Concept,Application,ApplState_2055923239,complete,2016-01-01 21:16:02.611000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
statechange,User_16,A_Accepted,Application,ApplState_405799985,complete,2016-01-04 08:08:23.623000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
Created,User_16,O_Create Offer,Offer,Offer_1335997058,complete,2016-01-04 08:10:26.673000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
statechange,User_16,O_Created,Offer,OfferState_605689943,complete,2016-01-04 08:10:28.165000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
statechange,User_16,O_Sent (mail and online),Offer,OfferState_122807663,complete,2016-01-04 08:11:25.538000+00:00,,Existing loan takeover,New credit,Application_2082119944,15000
